OBJECTID,UNIT_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,LMS_ID,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY
2983,7290,Del Valle Park,Del Valle Park,Open Access,5.45733736,5.45733736,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,Local Park,3000044,34.48986632,-118.6298636,28201 W. Sloan Canyon,Castaic,91384,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (661) 294-3500; Reservations: (800) 267-2757",Yes
2984,6941,Descanso Gardens,Descanso Gardens,Open Access,149.00715507,149.00715507,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Botanic,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Regional Open Space,3000045,34.20009897,-118.21287223,1418 Descanso Dr.,La Canada Flintridge,91011,<Null>,General: (818) 952-8887,Yes
2986,7047,Diamond Bar Golf Course,Diamond Bar GC,Open Access,172.25106875,172.251069,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000049,34.01009606,-117.82058139,22751 E. Golden Springs Dr.,Diamond Bar,91765,<Null>,General: (909) 861-8282,Yes
2988,6260,East Rancho Dominguez Park,East Rancho Dominguez Park,Open Access,5.49154514,5.49154514,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Not Reported,0,2,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,7,1,Local Park,3000050,33.8947931,-118.19271332,15116 S. Atlantic Ave.,Compton,90221,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (310) 603-3724; Reservations: (800) 404-5888",Yes
2993,6283,Eugene A. Obregon Park,Obregon Park,Open Access,10.93678755,10.93678755,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,0,1,2,0,2,1,0,2,2,1,0,0,1,1,0,1,2,11,0,Local Park,3000116,34.03765706,-118.17715335,4021 E. First St.,Los Angeles,90063,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Mon, Wed, Fri<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>","General: (323) 260-2344; Reservations: (888) 239-6700; Aquatics: (323) 260-2377",Yes
2994,6809,Frank G. Bonelli Regional Park,Frank G Bonelli RP,Open Access,1824.05331951,1824.05331951,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Regional,Regional Park,Yes,Yes,Yes,Poor,Poor,Fair,12,0,0,1,0,0,0,0,116,7,0,0,0,0,0,0,16,0,71,70,Regional Recreation Park,3000024,34.08333833,-117.80091391,120 Via Verde Park Rd.,San Dimas,91773,"March 1st to October 31st<br>
Operating Hours<br>
Wednesday - Sunday<br>
6:00am to 8:00pm
</p>

<p>
Office Hours<br>
8:00am to 5:00pm
</p>

<p>
Restroom Hours<br>
Wednesday - Sunday<br>
6:30am to 7:00pm
</p>

<p>
November 1st to February 28th<br>
Operating Hours<br>
Wednesday - Sunday<br>
6:00am to 7:00pm
</p>

<p>
Office Hours<br>
8:00am to 4:00pm
</p>

<p>
Restroom Hours<br>
Wednesday - Sunday<br>
6:30am to 6:00pm
</p>

<p>
Swim Beach<br>
Memorial Day to Labor Day<br>
Actual Operating Days May Vary<br>
Wednesday - Sunday<br>
10:00am to 6:00pm
</p>",General: (909) 599-8411,Yes
2995,100018,Ganesha Park,Ganesha Park,Open Access,0.05889635,0.05889635,"Los Angeles, County of",County,County Agency,http://dpw.lacounty.gov,"Los Angeles, County of",Park Node,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,3000061,34.18909392,-118.12602557,Altadena,Altadena,91001,,General: (626) 798-6335,No
2996,6907,Highland Camrose Park,Highland Camrose Park,Open Access,2.25076281,2.25076281,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Fair,2.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,0,Local Park,3000070,34.10897094,-118.33721345,2101 N. Highland Ave.,Los Angeles,90068,"Hours of Operation<br>
10:30 am to 7:00 pm.<br>
Tuesday – Saturday",General: (323) 850-2060,Yes
2997,44051,Jackie Robinson Park,Jackie Robinson Park,Open Access,13.83100718,13.83100718,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,10,0,Local Park,3000137,34.57345616,-117.9722638,8773 E. Ave. R,Littlerock,93543,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (661) 944-2880; Reservations: (800) 267-2757",Yes
2998,6211,Maggie Hathaway Golf Course,Maggie Hathaway GC,Open Access,12.46798346,12.46798346,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000067,33.94779482,-118.31293828,9637 S. Western Ave.,Los Angeles,90047,<Null>,General: (323) 755-6285,Yes
2999,6209,Jesse Owens Community Regional Park,Jesse Owens Community RP,Open Access,19.1183939,19.1183939,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Not Reported,0,2,1,4,0,1,1,0,1,3,1,0,0,1,1,0,3,7,7,0,Local Park,3000117,33.94684858,-118.31057718,9651 S. Western Ave.,Los Angeles,90047,"Operating Hours<br>
Monday - Friday<br>
6:00 am to 8:00 pm<br>
Saturday<br>
8:00 am to 4:00 pm<br>
Closed Sunday<br>
<p>
Year Round Pool Closures<br>
Last Day Open<br>
Saturday, August 20, 2022<br>
Saturday, Nov 19, 2022<br>
Friday, Dec 23, 2022<br>
Closure Period<br>
Sunday, Aug 21 – Sunday Aug 28, 2022<br>
Sunday, Nov 20 – Sunday Nov 27, 2022<br>
Saturday, Dec 24 – Sunday, Jan 8, 2023<br>
Re-Opening Day<br>
Monday, Aug 29, 2022<br>
Monday, Nov 28, 2022<br>
Monday, Jan 9, 2026<br>
<p>","General: (323) 241-6704; Reservations: (800) 404-5888; Aquatics: (323) 241-6708",Yes
3003,6296,Ladera Park,Ladera Park,Open Access,16.8,15.84239412,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Not Reported,0,2,1,2,0,0,1,0,3,2,0,0,0,0,1,1,4,0,12,3,Local Park,3000085,33.98583176,-118.35954878,6027 Ladera Park Ave.,Los Angeles,90056,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Senior Center Hours<br>
Monday - Friday<br>
8:00 am to 5:00 pm<br>
<p>
Senior Nutrition Hours<br> Monday – Friday<br> 8:00 am to 2:00 pm<br> Drop-in: 2:00 pm to 4:00 pm<br><p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (323) 298-3629; Reservations: (800) 404-5888; Senior Center: (323) 298-6038",Yes
3004,45855,Los Amigos Golf Course,Los Amigos GC,Open Access,120.75061667,120.75061667,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000093,33.93680736,-118.16150475,7295 E. Quill Dr.,Downey,90242,<Null>,General: (562) 869-0302,Yes
3005,6781,Marshall Canyon Golf Course,Marshall Canyon GC,Open Access,156.279324,156.279324,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3000101,34.14751328,-117.75036073,6100 N. Stephens Ranch Rd.,La Verne,91750,<Null>,General: (909) 593-8211,Yes
3006,4396,Mary M. Bethune Park,Mary M. Bethune Park,Open Access,5.31487807,5.31487807,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Not Reported,0,0,1,2,0,0,0,1,0,2,1,0,0,1,1,0,2,1,3,5,Local Park,3000019,33.98361981,-118.25303638,1244 E. 61st St.,Los Angeles,90001,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Tues, Thurs, Sat<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>","General: (323) 846-1895; Reservations: (800) 404-5888; Aquatics: (323) 846-2646",Yes
3007,45856,Mira Vista Park,Mira Vista Park,Open Access,0.268,0.23956755,"Los Angeles, County of",County,County Agency,http://dpw.lacounty.gov,"Los Angeles, County of",Park Node,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3000110,34.20910906,-118.23088147,Mira Vista Ave,Montrose,91020,,General: (818) 249-5940,No
3009,6563,Pathfinder Community Regional Park,Pathfinder Community RP,Open Access,29.25,28.9643632,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Fair,0.65,3,1,2,0,0,1,0,3,3,0,1,0,0,3,0,4,7,9,4,Local Park,3000123,33.96679769,-117.9119451,18150 Pathfinder Rd.,Rowland Heights,91748,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (562) 690-0933; Reservations: (888) 239-6700",Yes
3012,46293,Trailview Park,Trailview Park,Open Access,50.74254449,50.74254449,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Local Park,3000161,33.97209469,-117.92117044,2625 Saleroso Dr.,Rowland Heights,91748,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",General: (626) 333-1369,Yes
3013,45388,Pickens Canyon Park,Pickens Canyon Park,Open Access,0.18,0.18249302,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Park < 5 Acres,Yes,Yes,Yes,Good,Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,3000129,34.21928704,-118.23085269,2391 W. Foothill Blvd.,La Crescenta,91214,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",General: (818) 249-5940,Yes
3014,7055,Rimgrove Park,Rimgrove Park,Open Access,9.59663524,9.59663524,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,0,1,2,0,0,1,0,2,1,0,1,0,0,1,0,1,0,11,0,Local Park,3000134,34.0312993,-117.9206022,747 N. Rimgrove Dr.,La Puente,91744,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (626) 330-8798; Reservations: (888) 239-6700",Yes
3015,10714,Ruben F Salazar Park,Ruben F. Salazar Park,Open Access,7.92199698,7.92199698,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,2,1,2,0,0,1,0,2,1,1,0,0,1,1,0,2,5,8,0,Local Park,3000142,34.02290138,-118.19021767,3864 Whittier Blvd.,Los Angeles,90023,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Senior Nutrition Hours<br> Monday – Friday<br> 8:00 am to 2:00 pm<br> Drop-in: 2:00 pm to 4:00 pm<br><p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Tues, Thurs, Sat<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>","General: (323) 260-2330; Reservations: (888) 239-6700; Aquatics: (323) 260-2378",Yes
3016,6300,Rueben Ingold Parkway,Ruben Ingold Parkway,Open Access,2.4,3.4566981,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Fair,Fair,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Local Park,3000072,33.99864757,-118.35596373,4400 Mount Vernon Dr.,Los Angeles,90043,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",General: (310) 965-8608,Yes
3017,6782,San Dimas Canyon Community Regional Park,San Dimas Canyon Community RP,Open Access,12.25,12.25124792,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Regional,Regional Park,Yes,Yes,Yes,Good,Fair,Fair,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,2,Regional Recreation Park,3000144,34.12824636,-117.79246069,512 Sycamore Canyon Rd.,San Dimas,91773,"Hours of Operation<br>
6:00 am to 8:00 pm<br>
Monday – Sunday","General: (888) 239-6700; Reservations: (909) 599-8411",Yes
3018,100019,San Dimas Canyon Natural Area and Nature Center,San Dimas Canyon Natural Area and Nature Center,Open Access,115.61,115.61234744,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Natural,Regional Park,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Natural Areas,3000145,34.13293769,-117.79718282,1628 Sycamore Canyon Rd.,San Dimas,91773,March 1st to October 31st<br> Operating Hours<br> Tuesday - Sunday<br> 8:00am to 7:30pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 7:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Operating Hours<br> Tuesday - Sunday<br> 8:00 am to 5:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Staff and Programming Hours<br> Tuesday - Sunday<br> 9:00 am to 5:00 pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 4:30 pm<br> Closed Monday<br> <p>,General: (909) 599-7512,Yes
3025,7289,Val Verde Community Regional Park,Val Verde Community RP,Open Access,57.91630243,57.91630243,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0.25,1,1,1,0,1,0,0,0,2,1,0,0,0,1,0,2,2,8,0,Local Park,3000165,34.44444924,-118.66516473,30300 W. Arlington Rd.,Castaic,91384,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Tues, Thurs, Sat<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>","General: (661) 257-4014; Reservations: (800) 267-2757; Aquatics: (661) 257-7639",Yes
3027,15017,Veterans Memorial Community Regional Park,Veterans Memorial Park,Open Access,96.56980936,96.56980936,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,5,1,10,0,Local Park,3000169,34.32682982,-118.41689898,13000 Sayre St.,Sylmar,91342,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (818) 833-7550; Reservations: (800) 267-2757",Yes
3028,6244,Victoria Community Regional Park,Victoria Community RP,Open Access,34.35363633,34.35363633,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Not Reported,0,2,2,4,0,0,0,0,2,1,2,0,0,1,1,0,6,0,7,10,Local Park,3000170,33.85749005,-118.27135307,419 Martin Luther King Jr. St.,Carson,90746,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Mon, Wed, Fri<br>
11:00 AM to 7:00 PM<br>","General: (310) 217-8370; Reservations: (800) 404-5888; Aquatics: (310) 217-8372",Yes
3029,6243,Victoria Golf Course,Victoria GC,Open Access,167.25444762,167.25444762,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000171,33.85239385,-118.26960558,340 E. 192nd St.,Carson,90746,<Null>,General: (310) (323) 6981,Yes
3030,6808,Walnut Creek Community Regional Park,Walnut Creek Wilderness Park,Open Access,55.19298078,55.19298078,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Regional,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000172,34.0865369,-117.84398189,1100 Valley Center Ave.,Covina,91724,"Hours of Operation<br>
6:00 am to 8:00 pm<br>
Monday – Sunday",General: (909) 599-8411,Yes
3032,45857,Wiseburn Walking Path,Weisburn Walking Pah,Open Access,1.74147805,1.74147805,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Node,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3001803,33.90932445,-118.37000453,La Cienega between 129th & 141st,Hawthorne,90250,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",,Yes
3038,100022,Butte Valley Wildflower Sanctuary,Butte Valley Wildflower Sanctuary,Open Access,350.50212101,350.50212101,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000026,34.70092322,-117.7832516,1 Avenue,Lancaster,93535,<Null>,General: (661) 944-6881,Yes
3839,100017,El Cariso Golf Course,El Cariso Golf Course,Open Access,81.97617738,81.97617738,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000055,34.31268319,-118.41377519,13100 Eldridge St.,Sylmar,91342,<Null>,General: (818) 367-6157,Yes
3841,38,El Cariso Community Regional Park,El Cariso Reg. County Park and GC,Open Access,79.97100537,79.97100537,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 100 Acres + Active Amenities,Yes,Yes,Yes,Good,Fair,Good,1.25,11,4,5,2,0,1,0,8,10,2,0,0,1,1,0,6,27,17,9,Local Park,3000054,34.31711969,-118.4149727,13100 Hubbard St.,Sylmar,91342,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Mon, Wed, Fri<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>","General: (818) 367-5043; Reservations: (800) 267-2757; Aquatics: (818) 362-4686",Yes
